question_id,option_num,option_slug
18_2_4,5,informal_process
18_2_4,6,not_currently_managed
18_2_4,7,not_applicable
18_2_5,1,continuous_monitoring
18_2_5,2,periodic_monitoring
18_2_5,3,anomaly_detection
18_2_5,4,no
18_2_5,5,not_applicable
19_1_1,1,yes
19_1_1,2,no
19_1_2,1,fully_implemented
19_1_2,2,partially_implemented
19_1_2,3,planned
19_1_2,4,not_implemented
19_1_2,5,not_applicable
19_1_3,1,formal_documented_process
19_1_3,2,automated_system
19_1_3,3,manual_process
19_1_3,4,not_currently_implemented
19_1_3,5,not_applicable
19_1_4,1,regular_testing
19_1_4,2,occasional_testing
19_1_4,3,only_for_critical_models
19_1_4,4,no
19_1_4,5,not_applicable
19_1_5,1,encryption
19_1_5,2,access_controls
19_1_5,3,network_segmentation
19_1_5,4,monitoring_and_logging
19_1_5,5,security_policies
19_1_5,6,not_currently_secured
19_1_5,7,not_applicable
19_1_6,1,fully_implemented
19_1_6,2,partially_implemented
19_1_6,3,planned
19_1_6,4,not_implemented
19_1_6,5,not_applicable
19_2_1,1,encryption
19_2_1,2,access_controls
19_2_1,3,network_segmentation
19_2_1,4,monitoring_and_logging
19_2_1,5,security_policies
19_2_1,6,not_currently_secured
19_2_1,7,not_applicable
19_2_2,1,fully_implemented
19_2_2,2,partially_implemented
19_2_2,3,planned
19_2_2,4,not_implemented
19_2_2,5,not_applicable
19_2_3,1,encryption
19_2_3,2,access_controls
19_2_3,3,network_segmentation
19_2_3,4,monitoring_and_logging
19_2_3,5,security_policies
19_2_3,6,not_currently_secured
19_2_3,7,not_applicable
19_2_4,1,yes
19_2_4,2,no
1_1_1,1,documented_approved_maintained
1_1_1,2,documented_but_stale
1_1_1,3,informal_understanding
1_1_1,4,no_strategy
1_1_1,5,not_sure
1_1_2,1,quarterly
1_1_2,2,annually
1_1_2,3,only_after_changes
1_1_2,4,only_after_major_changes
1_1_3,1,fully_aligned
1_1_3,2,partially_aligned
1_1_3,3,not_aligned
1_1_3,4,unknown
1_1_4,1,ciso
1_1_4,2,cio
1_1_4,3,ceo
1_1_4,4,board
1_1_4,5,shared_between_multiple_executives
1_1_4,6,no
1_1_4,7,other
1_1_5,1,very_low
1_1_5,2,low
1_1_5,3,medium
1_1_5,4,high
1_1_5,5,very_high
1_1_6,1,yes
1_1_6,2,no
1_1_7,1,ad_hoc
1_1_7,2,defined
1_1_7,3,managed
1_1_7,4,optimized
1_2_1,1,0_5
1_2_1,2,6_15
1_2_1,3,16_30
1_2_1,4,30
1_2_2,1,quarterly
1_2_2,2,annually
1_2_2,3,only_after_changes
1_2_2,4,only_after_major_changes
1_2_3,1,1_year
1_2_3,2,1_2_years
1_2_3,3,2_3_years
1_2_3,4,3_years
1_2_3,5,unknown
1_2_4,1,yes
1_2_4,2,no
1_2_5,1,yes
1_2_5,2,no
1_2_6,1,fully_implemented
1_2_6,2,partially_implemented
1_2_6,3,planned
1_2_6,4,not_implemented
1_2_6,5,not_sure
1_2_7,1,yes
1_2_7,2,no
1_3_1,1,76_100
1_3_1,2,51_75
1_3_1,3,26_50
1_3_1,4,0_25
1_3_1,5,not_sure
1_3_2,1,increased_significantly
1_3_2,2,increased_slightly
1_3_2,3,remained_same
1_3_2,4,decreased
1_3_3,1,yes
1_3_3,2,no
1_3_4,1,0
1_3_4,2,1_5
1_3_4,3,6_15
1_3_4,4,16_30
1_3_4,5,30
1_3_5,1,yes
1_3_5,2,no
1_3_6,1,risk_based
1_3_6,2,compliance_driven
1_3_6,3,industry_benchmarks
1_3_6,4,ad_hoc
1_4_1,1,fully_implemented
1_4_1,2,partially_implemented
1_4_1,3,planned
1_4_2,1,monthly
1_4_2,2,quarterly
1_4_2,3,annually
1_4_2,4,never
1_4_3,1,security_incidents_count
1_4_3,2,mean_time_to_detect_mttd
1_4_3,3,mean_time_to_respond_mttr
1_4_3,4,vulnerability_remediation_time
1_4_3,5,patch_compliance_rate
1_4_3,6,user_awareness_training_completion
1_4_3,7,security_audit_findings
1_4_3,8,risk_assessment_scores
1_4_4,1,yes
1_4_4,2,no
1_4_5,1,quantitative_metrics
1_4_5,2,qualitative_assessments
1_4_5,3,both
1_4_5,4,not_measured
1_4_6,1,incident_response_time
1_4_6,2,vulnerability_remediation_rate
1_4_6,3,security_awareness_metrics
1_4_6,4,compliance_status
1_4_6,5,access_control_effectiveness
1_4_6,6,security_tool_coverage
1_4_6,7,no
1_4_7,1,yes
1_4_7,2,no
1_4_8,1,maturity_model_framework
1_4_8,2,capability_assessments
1_4_8,3,benchmark_comparisons
1_4_8,4,audit_results
1_4_8,5,self_assessment
1_4_8,6,not_measured
1_4_9,1,incident_statistics
1_4_9,2,risk_posture
1_4_9,3,compliance_status
1_4_9,4,security_investments
1_4_9,5,program_maturity
1_4_9,6,vulnerability_metrics
1_4_9,7,third_party_risk
1_4_9,8,no
1_4_9,9,not_sure
2_1_1,1,quarterly
2_1_1,2,annually
2_1_1,3,only_after_changes
2_1_1,4,only_after_major_changes
2_1_1,5,as_needed
2_1_1,6,no_formal_review
2_1_2,1,yes
2_1_2,2,no
2_1_3,1,nist
2_1_3,2,iso_27001
2_1_3,3,fair
2_1_3,4,custom
2_1_3,5,none
2_1_4,1,yes
2_1_4,2,no
2_1_5,1,impact_x_likelihood
2_1_5,2,business_criticality
2_1_5,3,regulatory_requirements
2_1_5,4,ad_hoc
2_1_5,5,not_prioritized
2_1_6,1,yes
2_1_6,2,no
2_1_7,1,quarterly
2_1_7,2,annually
2_1_7,3,only_after_changes
2_1_7,4,only_after_major_changes
2_1_7,5,as_needed
2_2_1,1,avoid
2_2_1,2,mitigate
2_2_1,3,transfer
2_2_1,4,accept
2_2_1,5,monitor
2_2_1,6,not_applicable
2_2_2,1,yes
2_2_2,2,no
2_2_3,1,automated_tools
2_2_3,2,manual_tracking
2_2_3,3,periodic_reviews
2_2_3,4,not_tracked
2_2_4,1,yes
2_2_4,2,no
2_2_5,1,formally_documented
2_2_5,2,informally_understood
2_2_5,3,under_development
2_2_5,4,not_defined
2_2_6,1,regular_reports
2_2_6,2,dashboard_metrics
2_2_6,3,ad_hoc_briefings
2_2_6,4,not_communicated
2_3_1,1,yes
2_3_1,2,no
2_3_2,1,critical_high_medium_low
2_3_2,2,tier_1_2_3
2_3_2,3,custom_classification
2_3_2,4,not_classified
2_3_3,1,yes
2_3_3,2,no
2_3_4,1,yes
2_3_4,2,no
2_3_5,1,quarterly
2_3_5,2,annually
2_3_5,3,only_after_changes
2_3_5,4,only_after_major_changes
2_3_6,1,yes
2_3_6,2,no
3_1_1,1,yes
3_1_1,2,no
3_1_2,1,90_100
3_1_2,2,75_89
3_1_2,3,50_74
3_1_2,4,25_49
3_1_2,5,0_24
3_1_3,1,automated_discovery
3_1_3,2,manual_registration
3_1_3,3,network_scanning
3_1_3,4,combination
3_1_3,5,no
3_1_4,1,yes
3_1_4,2,no
3_1_5,1,endpoints
3_1_5,2,servers
3_1_5,3,mobile_devices
3_1_5,4,network_devices
3_1_5,5,applications_and_services
3_1_5,6,databases_and_storage
3_1_5,7,cloud_resources
3_1_5,8,ot_ics_iot_devices
3_1_5,9,backup_media
3_1_5,10,third_party_saas_applications
3_1_5,11,not_applicable
3_1_6,1,quarterly
3_1_6,2,annually
3_1_6,3,only_after_changes
3_1_6,4,only_after_major_changes
3_1_6,5,as_needed
3_1_6,6,no_formal_review
3_1_7,1,yes
3_1_7,2,no
3_2_1,1,yes
3_2_1,2,no
3_2_2,1,security_review_required
3_2_2,2,standard_security_specs
3_2_2,3,vendor_security_assessment
3_2_2,4,no
3_2_3,1,yes
3_2_3,2,no
3_2_4,1,data_wiping
3_2_4,2,physical_destruction
3_2_4,3,certified_disposal
3_2_4,4,return_to_vendor
3_2_4,5,no
3_2_5,1,yes
3_2_5,2,no
3_2_6,1,change_management_process
3_2_6,2,automated_configuration
3_2_6,3,manual_tracking
3_2_6,4,no
3_3_1,1,yes
3_3_1,2,no
3_3_2,1,public_internal_confidential_restricted
3_3_2,2,high_medium_low
3_3_2,3,custom_scheme
3_3_2,4,no
3_3_3,1,yes
3_3_3,2,no
3_3_4,1,technical_controls
3_3_4,2,policy_enforcement
3_3_4,3,training
3_3_4,4,combination
3_3_4,5,not_enforced
3_3_5,1,yes
3_3_5,2,no
3_3_6,1,automated_policies
3_3_6,2,manual_processes
3_3_6,3,legal_hold_procedures
3_3_6,4,no
4_1_1,1,active_directory
4_1_1,2,azure_ad
4_1_1,3,okta
4_1_1,4,auth0
4_1_1,5,google_workspace
4_1_1,6,other
4_1_1,7,not_sure
4_1_2,1,1
4_1_2,2,2_3
4_1_2,3,4_5
4_1_2,4,6
4_1_2,5,not_sure
4_1_3,1,yes
4_1_3,2,no
4_1_4,1,0_25
4_1_4,2,26_50
4_1_4,3,51_75
4_1_4,4,76_100
4_1_4,5,not_sure
4_1_5,1,yes
4_1_5,2,no
4_1_6,1,automated
4_1_6,2,manual
4_1_6,3,not_synchronized
4_1_6,4,not_sure
4_1_7,1,yes
4_1_7,2,no
4_1_8,1,automated_monitoring_tools
4_1_8,2,manual_reviews
4_1_8,3,combination_approach
4_1_8,4,third_party_service
4_1_8,5,not_monitored
4_1_8,6,not_sure
4_2_1,1,role_based_rbac
4_2_1,2,attribute_based_abac
4_2_1,3,discretionary_dac
4_2_1,4,mandatory_mac
4_2_1,5,mixed_approach
4_2_1,6,not_sure
4_2_2,1,yes
4_2_2,2,no
4_2_3,1,formal_documented_process
4_2_3,2,automated_system
4_2_3,3,manual_process
4_2_3,4,third_party_managed
4_2_3,5,informal_process
4_2_3,6,not_currently_managed
4_2_3,7,not_sure
4_2_4,1,yes
4_2_4,2,no
4_2_5,1,formal_documented_process
4_2_5,2,automated_system
4_2_5,3,manual_process
4_2_5,4,third_party_managed
4_2_5,5,informal_process
4_2_5,6,not_currently_managed
4_2_5,7,not_sure
4_2_6,1,yes
4_2_6,2,no
4_3_1,1,yes
4_3_1,2,no
4_3_2,1,formal_documented_process
4_3_2,2,automated_system
4_3_2,3,manual_process
4_3_2,4,third_party_managed
4_3_2,5,informal_process
4_3_2,6,not_currently_managed
4_3_2,7,not_sure
4_3_3,1,monthly
4_3_3,2,quarterly
4_3_3,3,annually
4_3_3,4,as_needed
4_3_3,5,never
4_3_3,6,not_sure
4_3_4,1,formal_documented_process
4_3_4,2,automated_system
4_3_4,3,manual_process
4_3_4,4,third_party_managed
4_3_4,5,informal_process
4_3_4,6,not_currently_managed
4_3_4,7,not_sure
4_3_5,1,yes
4_3_5,2,no
4_3_6,1,immediately
4_3_6,2,within_1_hour
4_3_6,3,within_24_hours
4_3_6,4,within_1_week
4_3_6,5,no
4_3_6,6,not_sure
4_3_7,1,yes
4_3_7,2,no
4_4_1,1,yes
4_4_1,2,no
4_4_2,1,sms_text_message
4_4_2,2,authenticator_app
4_4_2,3,hardware_token
4_4_2,4,biometric
4_4_2,5,push_notification
4_4_2,6,not_implemented
4_4_2,7,not_sure
4_4_3,1,0_25
4_4_3,2,26_50
4_4_3,3,51_75
4_4_3,4,76_100
4_4_3,5,not_sure
4_4_4,1,yes
4_4_4,2,no
4_4_5,1,documented_approved_maintained
4_4_5,2,documented_but_stale
4_4_5,3,informal_understanding
4_4_5,4,no_strategy
4_4_5,5,not_currently_managed
5_1_1,1,yes
5_1_1,2,no
5_1_2,1,physical_segmentation
5_1_2,2,virtual_segmentation_vlans
5_1_2,3,software_defined_networking_sdn
5_1_2,4,micro_segmentation
5_1_2,5,no
5_1_3,1,yes
5_1_3,2,no
5_1_4,1,firewalls
5_1_4,2,access_control_lists
5_1_4,3,zero_trust_model
5_1_4,4,no
5_1_5,1,fully_implemented
5_1_5,2,partially_implemented
5_1_5,3,planning
5_1_5,4,not_implemented
5_1_6,1,fully_implemented
5_1_6,2,partially_implemented
5_1_6,3,planned
5_1_6,4,not_implemented
5_1_6,5,network_access_control_nac
5_1_6,6,wireless_intrusion_detection_prevention
5_1_6,7,no
5_1_7,1,yes
5_1_7,2,no
5_2_1,1,next_generation_firewall_ngfw
5_2_1,2,traditional_firewall
5_2_1,3,web_application_firewall_waf
5_2_1,4,cloud_firewall
5_2_1,5,not_deployed
5_2_2,1,quarterly
5_2_2,2,annually
5_2_2,3,only_after_changes
5_2_2,4,only_after_major_changes
5_2_2,5,as_needed
5_2_2,6,no_formal_review
5_2_3,1,yes
5_2_3,2,no
5_2_4,1,both_ids_and_ips
5_2_4,2,ids_only
5_2_4,3,ips_only
5_2_4,4,neither
5_2_5,1,formal_change_process
5_2_5,2,automated_deployment
5_2_5,3,manual_changes
5_2_5,4,no
5_2_6,1,yes
5_2_6,2,no
5_2_7,1,annually
5_2_7,2,bi_annually
5_2_7,3,after_major_changes
5_2_7,4,never
5_3_1,1,yes
5_3_1,2,no
5_3_2,1,commercial_solution
5_3_2,2,open_source_solution
5_3_2,3,custom_built_solution
5_3_2,4,managed_service
5_3_2,5,not_deployed
5_3_3,1,yes
5_3_3,2,no
5_3_4,1,machine_learning
5_3_4,2,signature_based
5_3_4,3,behavioral_analysis
5_3_4,4,manual_review
5_3_4,5,no
5_3_5,1,yes
5_3_5,2,no
5_3_6,1,30_days
5_3_6,2,90_days
5_3_6,3,6_months
5_3_6,4,1_year
5_3_6,5,1_year_5
5_3_6,6,not_retained
5_4_1,1,commercial_solution
5_4_1,2,open_source_solution
5_4_1,3,custom_built_solution
5_4_1,4,managed_service
5_4_1,5,not_deployed
5_4_2,1,yes
5_4_2,2,no
5_4_3,1,ipsec_ikev2
5_4_3,2,ssl_tls_vpn_e_g_openvpn
5_4_3,3,wireguard
5_4_3,4,l2tp_ipsec
5_4_3,5,sstp
5_4_3,6,none_not_applicable
5_4_4,1,prohibited
5_4_4,2,allowed_with_restrictions
5_4_4,3,fully_allowed
5_4_4,4,not_configured
5_4_5,1,real_time_monitoring
5_4_5,2,log_analysis
5_4_5,3,periodic_reviews
5_4_5,4,not_monitored
5_4_6,1,yes
5_4_6,2,no
6_1_1,1,commercial_solution
6_1_1,2,open_source_solution
6_1_1,3,custom_built_solution
6_1_1,4,managed_service
6_1_1,5,not_deployed
6_1_2,1,yes
6_1_2,2,no
6_1_3,1,group_policy
6_1_3,2,mdm_emm
6_1_3,3,configuration_management_tools
6_1_3,4,manual_configuration
6_1_3,5,no
6_1_4,1,yes
6_1_4,2,no
6_1_5,1,quarterly
6_1_5,2,annually
6_1_5,3,only_after_changes
6_1_5,4,only_after_major_changes
6_1_5,5,as_needed
6_1_6,1,yes
6_1_6,2,no
6_1_7,1,90_100
6_1_7,2,75_89
6_1_7,3,50_74
6_1_7,4,25_49
6_1_7,5,0_24
6_2_1,1,yes
6_2_1,2,no
6_2_2,1,screen_lock_passcode_enforcement
6_2_2,2,full_device_encryption
6_2_2,3,mdm_enrollment
6_2_2,4,os_version_enforcement
6_2_2,5,app_allow_deny_lists
6_2_2,6,jailbreak_root_detection
6_2_2,7,remote_wipe_capability
6_2_2,8,conditional_access_policies
6_2_2,9,not_applicable
6_2_3,1,full_mdm_enrollment
6_2_3,2,app_wrapping_containerization
6_2_3,3,vpn_only_access
6_2_3,4,not_allowed
6_2_3,5,no
6_2_4,1,yes
6_2_4,2,no
6_2_5,1,app_store_restrictions
6_2_5,2,corporate_app_catalog
6_2_5,3,sideloading_blocked
6_2_5,4,no
6_2_6,1,yes
6_2_6,2,no
6_3_1,1,yes
6_3_1,2,no
6_3_2,1,group_policy
6_3_2,2,configuration_management_tools
6_3_2,3,manual_checks
6_3_2,4,no
6_3_3,1,yes
6_3_3,2,no
6_3_4,1,quarterly
6_3_4,2,annually
6_3_4,3,only_after_changes
6_3_4,4,only_after_major_changes
6_3_4,5,as_needed
6_3_4,6,no_formal_review
7_1_1,1,yes
7_1_1,2,no
7_1_2,1,yes
7_1_2,2,no
7_1_3,1,aes_256
7_1_3,2,aes_128
7_1_3,3,rsa
7_1_3,4,other
7_1_3,5,not_encrypted
7_1_4,1,hardware_security_module_hsm
7_1_4,2,key_management_service_kms
7_1_4,3,software_based
7_1_4,4,manual_management
7_1_4,5,no
7_1_5,1,yes
7_1_5,2,no
7_1_6,1,encryption
7_1_6,2,access_controls
7_1_6,3,network_segmentation
7_1_6,4,monitoring_and_logging
7_1_6,5,security_policies
7_1_6,6,not_currently_secured
7_1_7,1,transparent_data_encryption_tde
7_1_7,2,column_level_encryption
7_1_7,3,application_level_encryption
7_1_7,4,no
7_2_1,1,gdpr
7_2_1,2,ccpa_cpra
7_2_1,3,hipaa
7_2_1,4,glba
7_2_1,5,sox
7_2_1,6,pci_dss
7_2_1,7,pipeda
7_2_1,8,lgpd
7_2_1,9,none_not_applicable
7_2_2,1,yes
7_2_2,2,no
7_2_3,1,yes
7_2_3,2,no
7_2_4,1,automated_system
7_2_4,2,manual_process
7_2_4,3,third_party_service
7_2_4,4,no
7_2_5,1,yes
7_2_5,2,no
7_2_6,1,explicit_consent
7_2_6,2,opt_in
7_2_6,3,opt_out
7_2_6,4,implied_consent
7_2_6,5,no
7_3_1,1,yes
7_3_1,2,no
7_3_2,1,real_time
7_3_2,2,hourly
7_3_2,3,daily
7_3_2,4,weekly
7_3_2,5,monthly
7_3_3,1,76_100
7_3_3,2,51_75
7_3_3,3,26_50
7_3_3,4,0_25
7_3_3,5,offline_off_site_media
7_3_3,6,mix_of_the_above
7_3_3,7,not_sure
7_3_4,1,monthly
7_3_4,2,quarterly
7_3_4,3,annually
7_3_4,4,never
7_3_5,1,yes
7_3_5,2,no
7_3_6,1,1_hour
7_3_6,2,1_4_hours
7_3_6,3,4_24_hours
7_3_6,4,24_hours
7_3_6,5,not_defined
7_4_1,1,automated_discovery
7_4_1,2,manual_mapping
7_4_1,3,partial_capabilities
7_4_1,4,no
7_4_2,1,formal_documented_process
7_4_2,2,automated_system
7_4_2,3,manual_process
7_4_2,4,third_party_managed
7_4_2,5,informal_process
7_4_2,6,not_currently_managed
7_4_3,1,for_all_high_risk_processing
7_4_3,2,for_new_systems_only
7_4_3,3,occasionally
7_4_3,4,never
7_4_4,1,formal_documented_process
7_4_4,2,automated_system
7_4_4,3,manual_process
7_4_4,4,third_party_managed
7_4_4,5,informal_process
7_4_4,6,not_currently_managed
7_4_5,1,fully_implemented
7_4_5,2,partially_implemented
7_4_5,3,planned
7_4_5,4,not_implemented
7_4_5,5,not_applicable
7_4_5,6,not_sure
8_1_1,1,yes
8_1_1,2,no
8_1_2,1,always
8_1_2,2,for_critical_applications
8_1_2,3,occasionally
8_1_2,4,never
8_1_2,5,not_sure
8_1_3,1,commercial_sast_tool
8_1_3,2,open_source_sast_tool
8_1_3,3,ide_integrated_analysis
8_1_3,4,manual_code_review
8_1_3,5,not_performed
8_1_3,6,not_sure
8_1_4,1,yes
8_1_4,2,no
8_1_5,1,yes
8_1_5,2,no
8_1_6,1,automated_scanning
8_1_6,2,manual_review
8_1_6,3,dependency_management_tools
8_1_6,4,no
8_1_6,5,not_sure
8_1_7,1,yes
8_1_7,2,no
8_2_1,1,yes
8_2_1,2,no
8_2_2,1,yes
8_2_2,2,no
8_2_3,1,fully_implemented
8_2_3,2,partially_implemented
8_2_3,3,planned
8_2_3,4,not_implemented
8_2_3,5,mixed_approach_legacy_systems
8_2_3,6,not_sure
8_2_4,1,yes
8_2_4,2,no
8_2_5,1,yes
8_2_5,2,no
8_2_6,1,csrf_tokens
8_2_6,2,samesite_cookies
8_2_6,3,referrer_validation
8_2_6,4,no
8_2_6,5,not_sure
8_3_1,1,encryption
8_3_1,2,access_controls
8_3_1,3,network_segmentation
8_3_1,4,monitoring_and_logging
8_3_1,5,security_policies
8_3_1,6,not_currently_secured
8_3_1,7,not_sure
8_3_2,1,yes
8_3_2,2,no
8_3_3,1,yes
8_3_3,2,no
8_3_4,1,url_versioning
8_3_4,2,header_versioning
8_3_4,3,parameter_versioning
8_3_4,4,no
8_3_4,5,not_sure
8_3_5,1,yes
8_3_5,2,no
8_3_6,1,yes
8_3_6,2,no
8_4_1,1,fully_implemented
8_4_1,2,partially_implemented
8_4_1,3,planned
8_4_1,4,not_implemented
8_4_1,5,not_applicable
8_4_1,6,not_sure
8_4_2,1,fully_implemented
8_4_2,2,partially_implemented
8_4_2,3,planned
8_4_2,4,not_implemented
8_4_2,5,not_applicable
8_4_2,6,not_sure
8_4_3,1,formal_documented_process
8_4_3,2,automated_system
8_4_3,3,manual_process
8_4_3,4,not_currently_implemented
8_4_3,5,not_sure
8_4_4,1,fully_implemented
8_4_4,2,partially_implemented
8_4_4,3,planned
8_4_4,4,not_implemented
8_4_4,5,not_applicable
8_4_4,6,not_sure
8_4_5,1,formal_documented_process
8_4_5,2,automated_system
8_4_5,3,manual_process
8_4_5,4,third_party_managed
8_4_5,5,informal_process
8_4_5,6,not_currently_managed
8_4_5,7,not_sure
8_4_6,1,fully_implemented
8_4_6,2,partially_implemented
8_4_6,3,planned
8_4_6,4,not_implemented
8_4_6,5,not_applicable
8_4_6,6,not_sure
8_4_7,1,fully_implemented
8_4_7,2,partially_implemented
8_4_7,3,planned
8_4_7,4,not_implemented
8_4_7,5,not_applicable
8_4_7,6,not_sure
9_1_1,1,iaas
9_1_1,2,paas
9_1_1,3,saas
9_1_1,4,faas_serverless
9_1_1,5,private_cloud
9_1_1,6,hybrid_multi_cloud
9_1_1,7,not_applicable
9_1_1,8,not_sure
9_1_2,1,yes
9_1_2,2,no
9_1_3,1,encryption
9_1_3,2,access_controls
9_1_3,3,network_segmentation
9_1_3,4,monitoring_and_logging
9_1_3,5,security_policies
9_1_3,6,not_currently_secured
9_1_3,7,not_sure
9_1_4,1,fully_implemented
9_1_4,2,partially_implemented
9_1_4,3,planned
9_1_4,4,not_implemented
9_1_4,5,not_applicable
9_1_4,6,not_sure
9_1_5,1,automated_monitoring_tools
9_1_5,2,manual_reviews
9_1_5,3,combination_approach
9_1_5,4,third_party_service
9_1_5,5,not_monitored
9_1_5,6,not_sure
9_1_6,1,yes
9_1_6,2,no
9_1_7,1,security_first_approach
9_1_7,2,cost_optimized_with_security
9_1_7,3,balanced_approach
9_1_7,4,cost_first_approach
9_1_7,5,not_sure
9_2_1,1,formal_documented_process
9_2_1,2,automated_system
9_2_1,3,manual_process
9_2_1,4,third_party_managed
9_2_1,5,informal_process
9_2_1,6,not_currently_managed
9_2_1,7,not_sure
9_2_2,1,yes
9_2_2,2,no
9_2_3,1,encryption
9_2_3,2,access_controls
9_2_3,3,network_segmentation
9_2_3,4,monitoring_and_logging
9_2_3,5,security_policies
9_2_3,6,not_currently_secured
9_2_3,7,not_sure
9_2_4,1,automatically
9_2_4,2,regularly
9_2_4,3,occasionally
9_2_4,4,never
9_2_4,5,not_sure
9_2_5,1,pam_solution
9_2_5,2,break_glass_procedures
9_2_5,3,shared_accounts
9_2_5,4,no
9_2_6,1,yes
9_2_6,2,no
9_3_1,1,yes
9_3_1,2,no
9_3_2,1,encryption
9_3_2,2,access_controls
9_3_2,3,network_segmentation
9_3_2,4,monitoring_and_logging
9_3_2,5,security_policies
9_3_2,6,not_currently_secured
9_3_2,7,not_sure
9_3_3,1,fully_implemented
9_3_3,2,partially_implemented
9_3_3,3,planned
9_3_3,4,not_implemented
9_3_3,5,not_applicable
9_3_3,6,not_sure
9_3_4,1,encryption
9_3_4,2,access_controls
9_3_4,3,network_segmentation
9_3_4,4,monitoring_and_logging
9_3_4,5,security_policies
9_3_4,6,not_currently_secured
9_3_4,7,not_sure
9_3_5,1,yes
9_3_5,2,no
9_3_6,1,cloud_secret_managers
9_3_6,2,environment_variables
9_3_6,3,configuration_files
9_3_6,4,hardcoded
9_3_6,5,external_vault
9_3_6,6,not_sure
